priority_rank,customer_id,customer_segment,retention_priority,churn_probability,churn_probability_percent,risk_score,risk_segment,risk_level,churn_prediction,reason,days_since_purchase,customer_value,total_orders,total_revenue,revenue_at_risk,priority_score,recommended_action,needs_immediate_attention,high_value_risk
122,CUST1793,HIGH_RISK_RETENTION,URGENT,0.7264237910612577,72.64,72.64,HIGH,HIGH,1,Long time since last purchase,1364,3020.3328,1,1606.56,1167.04,71.86252112816817,Priority high-value retention campaign,True,True
123,CUST1055,CRITICAL_RETENTION,URGENT,0.8596296650707659,85.96,85.96,CRITICAL,CRITICAL,1,Long time since last purchase,1340,1313.352,1,754.8,648.85,71.85678790666832,Immediate reactivation campaign,True,True
124,CUST1308,HIGH_RISK_RETENTION,URGENT,0.7077080700725261,70.77,70.77,HIGH,HIGH,1,Long time since last purchase,1455,3045.4002,1,1750.23,1238.65,71.84177715105265,Priority high-value retention campaign,True,True
125,CUST2580,HIGH_RISK_RETENTION,URGENT,0.6939435801857862,69.39,69.39,HIGH,HIGH,1,Long time since last purchase,1657,3450.1698,1,1854.93,1287.22,71.75277821746553,Priority high-value retention campaign,True,True
126,CUST2950,CRITICAL_RETENTION,URGENT,0.7887221933480355,78.87,78.87,CRITICAL,CRITICAL,1,Long time since last purchase,1176,2117.0968,1,1163.24,917.47,71.72983716518269,Immediate reactivation campaign,True,True
127,CUST1945,CRITICAL_RETENTION,URGENT,0.8099437254142364,80.99,80.99,CRITICAL,CRITICAL,1,Long time since last purchase,1245,1881.8784,1,1022.76,828.38,71.61125601600575,Immediate reactivation campaign,True,True
128,CUST2725,CRITICAL_RETENTION,URGENT,0.7647201816292503,76.47,76.47,CRITICAL,CRITICAL,1,Long time since last purchase,1639,2388.4223999999995,1,1312.32,1003.56,71.59976896607311,Immediate high-value retention intervention,True,True
129,CUST1470,HIGH_RISK_RETENTION,URGENT,0.7397505345082174,73.98,73.98,HIGH,HIGH,1,Long time since last purchase,987,2669.328,1,1482.96,1097.02,71.53466503684062,Priority high-value retention campaign,True,True
130,CUST1364,CRITICAL_RETENTION,URGENT,0.7791937120626692,77.92,77.92,CRITICAL,CRITICAL,1,Long time since last purchase,1774,2222.0208,1,1207.62,940.97,71.48596702728425,Immediate reactivation campaign,True,True
131,CUST1219,HIGH_RISK_RETENTION,URGENT,0.7193000961996207,71.93,71.93,HIGH,HIGH,1,Long time since last purchase,710,2897.484,1,1627.8,1170.88,71.43300267678876,Priority high-value retention campaign,True,True
132,CUST2176,CRITICAL_RETENTION,URGENT,0.7578704592838544,75.79,75.79,CRITICAL,CRITICAL,1,Long time since last purchase,1041,2457.0624,1,1335.36,1012.03,71.27279293321854,Immediate high-value retention intervention,True,True
133,CUST1342,HIGH_RISK_RETENTION,URGENT,0.7126088568709882,71.26,71.26,HIGH,HIGH,1,Long time since last purchase,1391,2995.344,1,1664.08,1185.84,71.23397457651107,Priority high-value retention campaign,True,True
134,CUST2544,HIGH_RISK_RETENTION,URGENT,0.6998463202482511,69.98,69.98,HIGH,HIGH,1,Long time since last purchase,571,3034.2348,1,1764.09,1234.59,71.21835331776049,Priority high-value retention campaign,True,True
135,CUST2219,CRITICAL_RETENTION,URGENT,0.7744203301803799,77.44,77.44,CRITICAL,CRITICAL,1,Long time since last purchase,1343,2212.692,1,1202.55,931.28,70.9773593500079,Immediate reactivation campaign,True,True
136,CUST1655,CRITICAL_RETENTION,URGENT,0.830229650090021,83.02,83.02,CRITICAL,CRITICAL,1,Long time since last purchase,629,1512.3504,1,859.29,713.41,70.9612062844887,Immediate retention intervention,True,True
137,CUST2276,CRITICAL_RETENTION,URGENT,0.8322392889823982,83.22,83.22,CRITICAL,CRITICAL,1,Long time since last purchase,1275,1528.9091999999998,1,840.06,699.13,70.84476592935243,Immediate reactivation campaign,True,True
138,CUST2024,CRITICAL_RETENTION,URGENT,0.7837536815463229,78.38,78.38,CRITICAL,CRITICAL,1,Long time since last purchase,1182,2033.19,1,1129.55,885.29,70.80263215158006,Immediate reactivation campaign,True,True
139,CUST1578,CRITICAL_RETENTION,URGENT,0.8113009771081261,81.13,81.13,CRITICAL,CRITICAL,1,Long time since last purchase,848,1745.0706,1,958.83,777.9,70.79735823420113,Immediate retention intervention,True,True
140,CUST2983,CRITICAL_RETENTION,URGENT,0.843728060193189,84.37,84.37,CRITICAL,CRITICAL,1,Long time since last purchase,1238,1328.4248,1,772.34,651.64,70.79391023376114,Immediate reactivation campaign,True,True
141,CUST1706,CRITICAL_RETENTION,URGENT,0.7690542950443418,76.91,76.91,CRITICAL,CRITICAL,1,Long time since last purchase,897,2179.165,1,1224.25,941.51,70.78593067507033,Immediate retention intervention,True,True
142,CUST1178,HIGH_RISK_RETENTION,URGENT,0.6690238368459851,66.9,66.9,HIGH,HIGH,1,Long time since last purchase,1238,3576.528,1,1986.96,1329.32,70.7664175259114,Priority high-value retention campaign,True,True
143,CUST2403,CRITICAL_RETENTION,URGENT,0.794253207191901,79.43,79.43,CRITICAL,CRITICAL,1,Long time since last purchase,1519,1926.4336,1,1058.48,840.7,70.73474451327594,Immediate reactivation campaign,True,True
144,CUST1517,CRITICAL_RETENTION,URGENT,0.8567710827256465,85.68,85.68,CRITICAL,CRITICAL,1,Long time since last purchase,944,1282.6272,1,697.08,597.24,70.72743580111828,Immediate retention intervention,True,True
145,CUST2814,CRITICAL_RETENTION,URGENT,0.7651451188081044,76.51,76.51,CRITICAL,CRITICAL,1,Long time since last purchase,1546,2258.62,1,1241.0,949.55,70.65705060911674,Immediate reactivation campaign,True,True
146,CUST1606,HIGH_RISK_RETENTION,URGENT,0.6848899728542933,68.49,68.49,HIGH,HIGH,1,Long time since last purchase,968,3339.7728,1,1835.04,1256.8,70.57130577004024,Priority high-value retention campaign,True,True
147,CUST2628,CRITICAL_RETENTION,URGENT,0.784689903195818,78.47,78.47,CRITICAL,CRITICAL,1,Long time since last purchase,1430,2144.8252,1,1105.58,867.54,70.5485743457949,Immediate reactivation campaign,True,True
148,CUST2039,CRITICAL_RETENTION,URGENT,0.8039930627421865,80.4,80.4,CRITICAL,CRITICAL,1,Long time since last purchase,1031,1832.1372,1,985.02,791.95,70.53877809695491,Immediate reactivation campaign,True,True
149,CUST2406,HIGH_RISK_RETENTION,URGENT,0.7464390221255345,74.64,74.64,HIGH,HIGH,1,Long time since last purchase,877,2500.2288,1,1358.82,1014.28,70.51310416159035,Priority high-value retention campaign,True,True
150,CUST2329,HIGH_RISK_RETENTION,URGENT,0.7097076726882643,70.97,70.97,HIGH,HIGH,1,Long time since last purchase,1037,2965.0166,1,1629.13,1156.21,70.4973959029524,Priority high-value retention campaign,True,True
151,CUST1179,CRITICAL_RETENTION,URGENT,0.8533357472249993,85.33,85.33,CRITICAL,CRITICAL,1,Long time since last purchase,1642,1156.4888,1,696.68,594.5,70.43762791042651,Immediate reactivation campaign,True,True
152,CUST2652,HIGH_RISK_RETENTION,URGENT,0.7037758625932757,70.38,70.38,HIGH,HIGH,1,Long time since last purchase,1429,3265.6344,1,1666.14,1172.59,70.37709531472979,Priority high-value retention campaign,True,True
153,CUST2459,CRITICAL_RETENTION,URGENT,0.8181410694746645,81.81,81.81,CRITICAL,CRITICAL,1,Long time since last purchase,1686,1433.2626,1,884.73,723.83,70.30262042493052,Immediate reactivation campaign,True,True
154,CUST2914,CRITICAL_RETENTION,URGENT,0.7822126944734289,78.22,78.22,CRITICAL,CRITICAL,1,Long time since last purchase,786,1961.0616,1,1101.72,861.78,70.27145945182492,Immediate retention intervention,True,True
155,CUST2035,CRITICAL_RETENTION,URGENT,0.8369529520818911,83.7,83.7,CRITICAL,CRITICAL,1,Long time since last purchase,1054,1409.9358,1,774.69,648.38,70.26095552640554,Immediate reactivation campaign,True,True
156,CUST1033,HIGH_RISK_RETENTION,URGENT,0.7022283892737241,70.22,70.22,HIGH,HIGH,1,Long time since last purchase,1170,3091.134,1,1661.9,1167.03,70.16866295046546,Priority high-value retention campaign,True,True
157,CUST2185,CRITICAL_RETENTION,URGENT,0.8265951447352797,82.66,82.66,CRITICAL,CRITICAL,1,Long time since last purchase,1071,1475.28,1,819.6,677.48,70.05986200641706,Immediate reactivation campaign,True,True
158,CUST1341,HIGH_RISK_RETENTION,URGENT,0.6832690522737104,68.33,68.33,HIGH,HIGH,1,Long time since last purchase,1288,3246.6600000000003,1,1803.7,1232.41,70.0186930981159,Priority high-value retention campaign,True,True
159,CUST1625,HIGH_RISK_RETENTION,URGENT,0.6983920490438558,69.84,69.84,HIGH,HIGH,1,Long time since last purchase,1651,3186.547,1,1677.13,1171.29,69.97682153147464,Priority high-value retention campaign,True,True
160,CUST1714,CRITICAL_RETENTION,URGENT,0.7682834016641219,76.83,76.83,CRITICAL,CRITICAL,1,Long time since last purchase,1521,2170.7688,1,1167.08,896.65,69.92425228542587,Immediate reactivation campaign,True,True
161,CUST1454,HIGH_RISK_RETENTION,URGENT,0.6908024059536063,69.08,69.08,HIGH,HIGH,1,Long time since last purchase,927,3178.5264,1,1727.46,1193.33,69.84238239123299,Priority high-value retention campaign,True,True
162,CUST1274,CRITICAL_RETENTION,URGENT,0.7898203518785014,78.98,78.98,CRITICAL,CRITICAL,1,Long time since last purchase,1389,1882.5408,1,1023.12,808.08,69.83711314053974,Immediate reactivation campaign,True,True
163,CUST1774,CRITICAL_RETENTION,URGENT,0.8177859655972193,81.78,81.78,CRITICAL,CRITICAL,1,Long time since last purchase,1585,1551.3497999999995,1,852.39,697.07,69.79594246186741,Immediate reactivation campaign,True,True
164,CUST1189,CRITICAL_RETENTION,URGENT,0.7792291567568629,77.92,77.92,CRITICAL,CRITICAL,1,Long time since last purchase,1016,1998.0192,1,1085.88,846.15,69.78118963639011,Immediate reactivation campaign,True,True
165,CUST2184,CRITICAL_RETENTION,URGENT,0.8551093983728737,85.51,85.51,CRITICAL,CRITICAL,1,Long time since last purchase,1337,1133.4048,1,643.98,550.67,69.77261305300989,Immediate reactivation campaign,True,True
166,CUST2180,HIGH_RISK_RETENTION,URGENT,0.7039796181190858,70.4,70.4,HIGH,HIGH,1,Long time since last purchase,1574,2871.7808,1,1613.36,1135.77,69.72840461909043,Priority high-value retention campaign,True,True
167,CUST2649,CRITICAL_RETENTION,URGENT,0.8091904993517973,80.92,80.92,CRITICAL,CRITICAL,1,Long time since last purchase,1536,1649.2288,1,896.32,725.29,69.70236819233122,Immediate reactivation campaign,True,True
168,CUST1910,HIGH_RISK_RETENTION,URGENT,0.6619853838143641,66.2,66.2,HIGH,HIGH,1,Long time since last purchase,1252,3562.1586,1,1957.23,1295.66,69.66766884506308,Priority high-value retention campaign,True,True
169,CUST1410,CRITICAL_RETENTION,URGENT,0.8325520651246963,83.26,83.26,CRITICAL,CRITICAL,1,Long time since last purchase,1428,1395.3088000000002,1,758.32,631.34,69.64608385100207,Immediate reactivation campaign,True,True
170,CUST1138,CRITICAL_RETENTION,URGENT,0.8318310717490771,83.18,83.18,CRITICAL,CRITICAL,1,Long time since last purchase,825,1352.4440000000002,1,759.8000000000001,632.03,69.60803794240803,Immediate retention intervention,True,True
171,CUST1690,CRITICAL_RETENTION,URGENT,0.7640295799495491,76.4,76.4,CRITICAL,CRITICAL,1,Long time since last purchase,819,2062.2096,1,1171.71,895.22,69.60073724713044,Immediate retention intervention,True,True
172,CUST1526,CRITICAL_RETENTION,URGENT,0.8582317366197384,85.82,85.82,CRITICAL,CRITICAL,1,Long time since last purchase,1452,1124.928,1,604.8,519.06,69.42203053960274,Immediate reactivation campaign,True,True
173,CUST2447,CRITICAL_RETENTION,URGENT,0.7558774847171947,75.59,75.59,CRITICAL,CRITICAL,1,Long time since last purchase,1092,2241.7464,1,1205.24,911.01,69.31439359734644,Immediate reactivation campaign,True,True
174,CUST1741,CRITICAL_RETENTION,URGENT,0.8291074412190581,82.91,82.91,CRITICAL,CRITICAL,1,Long time since last purchase,1717,1335.2136,1,750.12,621.93,69.23553070420118,Immediate reactivation campaign,True,True
175,CUST1613,HIGH_RISK_RETENTION,URGENT,0.7082252459469763,70.82,70.82,HIGH,HIGH,1,Long time since last purchase,958,2767.104,1,1537.28,1088.74,69.1788113051623,Priority high-value retention campaign,True,True
176,CUST1772,HIGH_RISK_RETENTION,URGENT,0.6662812492915812,66.63,66.63,HIGH,HIGH,1,Long time since last purchase,683,3116.6832,1,1877.52,1250.96,69.16354441664483,Priority high-value retention campaign,True,True
177,CUST1946,HIGH_RISK_RETENTION,URGENT,0.6814439888799265,68.14,68.14,HIGH,HIGH,1,Long time since last purchase,690,3208.4080000000004,1,1743.7,1188.23,69.0954663826459,Priority high-value retention campaign,True,True
178,CUST2102,HIGH_RISK_RETENTION,URGENT,0.7167133168221901,71.67,71.67,HIGH,HIGH,1,Long time since last purchase,727,2694.3488,1,1464.32,1049.5,69.066449960746,Priority high-value retention campaign,True,True
179,CUST2642,CRITICAL_RETENTION,URGENT,0.8214643241543363,82.15,82.15,CRITICAL,CRITICAL,1,Long time since last purchase,916,1500.9792,1,781.76,642.19,69.06529902733381,Immediate retention intervention,True,True
180,CUST1658,HIGH_RISK_RETENTION,URGENT,0.7267489261603794,72.67,72.67,HIGH,HIGH,1,Long time since last purchase,845,2529.5452,1,1389.86,1010.08,69.05917536238167,Priority high-value retention campaign,True,True
181,CUST1862,CRITICAL_RETENTION,URGENT,0.8103891988848956,81.04,81.04,CRITICAL,CRITICAL,1,Long time since last purchase,1609,1536.6988,1,844.34,684.24,69.04716133782813,Immediate reactivation campaign,True,True
182,CUST1667,CRITICAL_RETENTION,URGENT,0.7866829369610154,78.67,78.67,CRITICAL,CRITICAL,1,Long time since last purchase,898,1697.0895999999998,1,986.68,776.2,69.04348648609354,Immediate retention intervention,True,True
183,CUST2691,CRITICAL_RETENTION,URGENT,0.7604105651852786,76.04,76.04,CRITICAL,CRITICAL,1,Long time since last purchase,907,2117.4168,1,1150.77,875.06,68.98442022172185,Immediate retention intervention,True,True
184,CUST1289,CRITICAL_RETENTION,URGENT,0.784899247413592,78.49,78.49,CRITICAL,CRITICAL,1,Long time since last purchase,1446,1839.2052,1,988.82,776.12,68.91718779717108,Immediate reactivation campaign,True,True
185,CUST2875,CRITICAL_RETENTION,URGENT,0.8419144322970079,84.19,84.19,CRITICAL,CRITICAL,1,Long time since last purchase,1914,1217.3000000000002,1,647.5,545.14,68.74939635352963,Immediate reactivation campaign,True,True
186,CUST1301,HIGH_RISK_RETENTION,URGENT,0.6665258852326532,66.65,66.65,HIGH,HIGH,1,Long time since last purchase,622,3385.7472,1,1840.08,1226.46,68.73954012290746,Priority high-value retention campaign,True,True
187,CUST1082,CRITICAL_RETENTION,URGENT,0.8162024302356286,81.62,81.62,CRITICAL,CRITICAL,1,Long time since last purchase,1387,1324.5287999999998,1,788.41,643.5,68.72055334039538,Immediate reactivation campaign,True,True
188,CUST1742,CRITICAL_RETENTION,URGENT,0.7606666441080008,76.07,76.07,CRITICAL,CRITICAL,1,Long time since last purchase,1075,2027.664,1,1126.48,856.88,68.67501016432247,Immediate reactivation campaign,True,True
189,CUST2697,HIGH_RISK_RETENTION,URGENT,0.6689736321579514,66.9,66.9,HIGH,HIGH,1,Long time since last purchase,650,3137.5680000000007,1,1803.2000000000005,1206.29,68.54771636319333,Priority high-value retention campaign,True,True
190,CUST1900,HIGH_RISK_RETENTION,URGENT,0.6535586354570514,65.36,65.36,HIGH,HIGH,1,Long time since last purchase,494,3446.3292,1,1936.14,1265.38,68.53259726188533,Priority high-value retention campaign,True,True
191,CUST2772,CRITICAL_RETENTION,URGENT,0.758929878745728,75.89,75.89,CRITICAL,CRITICAL,1,Long time since last purchase,1422,2051.231,1,1127.05,855.35,68.52588854493452,Immediate reactivation campaign,True,True
192,CUST2457,HIGH_RISK_RETENTION,URGENT,0.6830224447891211,68.3,68.3,HIGH,HIGH,1,Long time since last purchase,596,3160.1108,1,1680.91,1148.1,68.48340731140192,Priority high-value retention campaign,True,True
193,CUST1949,HIGH_RISK_RETENTION,URGENT,0.7080080161988687,70.8,70.8,HIGH,HIGH,1,Long time since last purchase,1232,2753.2836,1,1480.26,1048.04,68.4307912411121,Priority high-value retention campaign,True,True
194,CUST2132,CRITICAL_RETENTION,URGENT,0.8310453471022482,83.1,83.1,CRITICAL,CRITICAL,1,Long time since last purchase,1068,1243.5695999999998,1,683.28,567.84,68.3972797359455,Immediate reactivation campaign,True,True
195,CUST2917,HIGH_RISK_RETENTION,URGENT,0.664291053965137,66.43,66.43,HIGH,HIGH,1,Long time since last purchase,1114,3508.2431999999994,1,1827.21,1213.8,68.35515537378568,Priority high-value retention campaign,True,True
196,CUST2540,CRITICAL_RETENTION,URGENT,0.840439811200143,84.04,84.04,CRITICAL,CRITICAL,1,Long time since last purchase,1779,1095.156,1,629.4,528.97,68.3550278624049,Immediate reactivation campaign,True,True
197,CUST1856,CRITICAL_RETENTION,URGENT,0.8610376261335774,86.1,86.1,CRITICAL,CRITICAL,1,Long time since last purchase,1066,957.168,1,520.1999999999999,447.91,68.33736873194198,Immediate reactivation campaign,True,True
198,CUST2890,CRITICAL_RETENTION,URGENT,0.8631784087963943,86.32,86.32,CRITICAL,CRITICAL,1,Long time since last purchase,1705,899.1136,1,505.12,436.01,68.27296095367028,Immediate reactivation campaign,True,True
199,CUST2734,HIGH_RISK_RETENTION,URGENT,0.6917082048235571,69.17,69.17,HIGH,HIGH,1,Long time since last purchase,898,3046.6560000000004,1,1586.8000000000002,1097.6,68.18214500828482,Priority high-value retention campaign,True,True
200,CUST2560,HIGH_RISK_RETENTION,URGENT,0.6672848949169288,66.73,66.73,HIGH,HIGH,1,Long time since last purchase,604,3250.2652,1,1785.86,1191.68,68.16644794373248,Priority high-value retention campaign,True,True
201,CUST2836,HIGH_RISK_RETENTION,URGENT,0.6904948076859527,69.05,69.05,HIGH,HIGH,1,Long time since last purchase,1058,2931.948,1,1593.4499999999998,1100.27,68.1452812462715,Priority high-value retention campaign,True,True
202,CUST2125,CRITICAL_RETENTION,URGENT,0.8422039776215654,84.22,84.22,CRITICAL,CRITICAL,1,Long time since last purchase,1884,1062.8112,1,603.87,508.58,68.11139231076174,Immediate reactivation campaign,True,True
203,CUST2927,CRITICAL_RETENTION,URGENT,0.7769698305071591,77.7,77.7,CRITICAL,CRITICAL,1,Long time since last purchase,1258,1859.815,1,978.85,760.54,68.08160670132236,Immediate reactivation campaign,True,True
204,CUST1781,CRITICAL_RETENTION,URGENT,0.8483070151755293,84.83,84.83,CRITICAL,CRITICAL,1,Long time since last purchase,1323,992.0592,1,563.6700000000001,478.17,67.99106505789376,Immediate reactivation campaign,True,True
205,CUST2919,CRITICAL_RETENTION,URGENT,0.8377234674118569,83.77,83.77,CRITICAL,CRITICAL,1,Long time since last purchase,1600,1127.3625999999997,1,619.43,518.91,67.98375090642075,Immediate reactivation campaign,True,True
206,CUST2409,CRITICAL_RETENTION,URGENT,0.83309951322305,83.31,83.31,CRITICAL,CRITICAL,1,Long time since last purchase,1545,1157.6838,1,636.09,529.93,67.85849205124218,Immediate reactivation campaign,True,True
